contest_id:403
contest_short_name:State Assembly, District 17
reporting_time: 2016-11-09 00:00:35
total_precincts:346
precincts_reporting:346
contest_hash:c4231621dbfc12402e8060a2c43e507421eaa2b9a7eb20f789794cf588ca0a57
---
district_id|subtotal_type|RSReg|RSCst|RSTot|RSRej|RSUnc|RSUnd|RSOvr|4812:DAVID CHIU|4813:ALEJANDRO FERNANDEZ
PCT7019|MV|945|263|263|0|0|25|0|41|197
PCT7021|ED|993|196|196|0|0|34|0|24|138
PCT7021|MV|993|167|167|0|0|12|0|21|134
PCT7022|ED|1032|241|241|0|0|42|0|27|172
PCT7022|MV|1032|210|210|0|0|24|0|17|169
PCT7023|ED|938|206|206|0|0|44|0|25|137
PCT7023|MV|938|219|219|0|0|25|1|17|176
PCT7024|ED|309|55|55|0|0|16|0|4|35
PCT7024|MV|309|24|24|0|0|2|0|7|15
PCT7025|ED|505|82|82|0|0|8|0|15|59
PCT7025|MV|505|73|73|0|0|6|0|3|64
PCT7026|ED|1022|170|170|0|0|30|0|28|112
PCT7026|MV|1022|281|281|0|0|38|0|30|213
PCT7027|ED|879|194|194|0|0|41|0|20|133
PCT7027|MV|879|203|203|0|0|23|0|33|147
PCT7028|ED|900|209|209|0|0|36|0|19|154
PCT7028|MV|900|157|157|0|0|20|0|19|118
PCT7029|ED|924|159|159|0|0|44|0|15|100
PCT7029|MV|924|151|151|0|0|19|1|12|119
PCT7030|ED|787|141|141|0|0|21|0|24|96
PCT7030|MV|787|240|240|0|0|24|1|36|179
PCT7031|ED|511|60|60|0|0|14|0|7|39
PCT7031|MV|511|173|173|0|0|16|0|30|127
PCT7032|ED|938|182|182|0|0|28|0|27|127
PCT7032|MV|938|198|198|0|0|20|1|20|157
PCT7033|ED|814|201|201|0|0|42|0|35|124
PCT7033|MV|814|167|167|0|0|12|0|23|132
PCT7034|ED|954|171|171|0|0|37|0|25|109
PCT7034|MV|954|119|119|0|0|16|0|10|93
PCT7035|ED|476|102|102|0|0|12|0|19|71
PCT7035|MV|476|107|107|0|0|18|0|17|72
PCT7036|ED|967|126|126|0|0|31|0|21|74
PCT7036|MV|967|233|233|0|0|20|0|47|166
PCT7037|ED|840|168|168|0|0|41|0|18|109
PCT7037|MV|840|75|75|0|0|7|1|6|61
PCT7038|ED|960|162|162|0|0|39|0|24|99
PCT7038|MV|960|207|207|0|0|10|0|35|162
PCT7039|ED|831|201|201|0|0|33|0|30|138
PCT7039|MV|831|195|195|0|0|20|0|31|144
PCT7041|ED|62|0|0|0|0|0|0|0|0
PCT7041|MV|62|16|16|0|0|4|0|5|7
PCT7042|ED|697|101|101|0|0|19|0|19|63
PCT7042|MV|697|145|145|0|0|22|0|17|106
PCT7043|ED|990|153|153|0|0|31|0|19|103
PCT7043|MV|990|215|215|0|0|21|0|27|167
PCT7044|ED|867|158|158|0|0|32|1|25|100
PCT7044|MV|867|117|117|0|0|17|0|14|86
PCT7045|ED|803|168|168|0|0|32|0|32|104
PCT7045|MV|803|226|226|0|0|24|0|34|168
PCT7046|ED|435|89|89|0|0|18|0|16|55
PCT7046|MV|435|105|105|0|0|13|0|15|77
PCT7047|ED|858|143|143|0|0|29|0|32|82
PCT7047|MV|858|235|235|0|0|29|0|44|162
PCT7048|ED|877|153|153|0|0|18|0|21|114
PCT7048|MV|877|195|195|0|0|22|0|28|145
PCT7049|ED|829|184|184|0|0|31|0|47|106
PCT7049|MV|829|188|188|0|0|20|0|42|126
PCT7051|ED|909|123|123|0|0|25|0|17|81
PCT7051|MV|909|250|250|0|0|36|0|31|183
PCT7052|ED|894|191|191|0|0|37|0|28|126
PCT7052|MV|894|238|238|0|0|22|0|51|165
PCT7053|ED|552|100|100|0|0|15|0|14|71
PCT7053|MV|552|216|216|0|0|24|0|37|155
PCT7054|ED|1068|238|238|0|0|41|0|27|170
PCT7054|MV|1068|192|192|0|0|22|0|24|146
PCT7101|ED|150|0|0|0|0|0|0|0|0
PCT7101|MV|150|72|72|0|0|10|0|3|59
PCT7201|ED|983|237|237|0|0|37|0|42|158
PCT7201|MV|983|336|336|0|0|50|0|75|211
PCT7202|ED|885|247|247|0|0|38|0|43|166
PCT7202|MV|885|258|258|0|0|25|1|65|167
PCT7203|ED|950|331|331|0|0|64|0|66|201
PCT7203|MV|950|235|235|0|0|28|0|44|163
PCT7204|ED|933|247|247|0|0|39|0|42|166
PCT7204|MV|933|318|318|0|0|31|0|61|226
PCT7205|ED|903|270|270|0|0|43|1|48|178
PCT7205|MV|903|326|326|0|0|32|0|66|228
PCT7206|ED|390|120|120|0|0|21|0|22|77
PCT7206|MV|390|99|99|0|0|14|0|19|66
PCT7207|ED|712|155|155|0|0|38|0|17|100
PCT7207|MV|712|217|217|0|0|37|0|42|138
PCT7208|ED|635|140|140|0|0|23|0|18|99
PCT7208|MV|635|205|205|0|0|30|0|35|140
PCT7209|ED|563|77|77|0|0|13|0|10|54
PCT7209|MV|563|285|285|0|0|33|0|52|200
PCT7301|ED|1080|211|211|0|0|45|0|37|129
PCT7301|MV|1080|286|286|0|0|46|0|49|191
PCT7302|ED|862|190|190|0|0|39|0|30|121
PCT7302|MV|862|331|331|0|0|36|1|53|241
PCT7303|ED|1032|266|266|0|0|40|0|42|184
PCT7303|MV|1032|273|273|0|0|40|0|44|189
PCT7304|ED|993|287|287|0|0|49|0|49|189
PCT7304|MV|993|282|282|0|0|28|0|52|202
PCT7305|ED|906|250|250|0|0|44|0|46|160
PCT7305|MV|906|302|302|0|0|27|0|49|226
PCT7306|ED|1076|283|283|0|0|52|0|48|183
PCT7306|MV|1076|277|277|0|0|47|0|40|190
PCT7307|ED|826|223|223|0|0|42|0|26|155
PCT7307|MV|826|227|227|0|0|31|0|30|166
PCT7308|ED|641|187|187|0|0|20|0|33|134
PCT7308|MV|641|195|195|0|0|26|0|26|143
PCT7309|ED|897|251|251|0|0|43|0|33|175
PCT7309|MV|897|246|246|0|0|40|0|47|159
PCT7311|ED|986|267|267|0|0|58|0|37|172
PCT7311|MV|986|272|272|0|0|36|0|47|189
PCT7312|ED|874|203|203|0|0|39|0|42|122
PCT7312|MV|874|319|319|0|0|41|0|55|223
PCT7313|ED|1001|222|222|0|0|31|0|37|154
PCT7313|MV|1001|295|295|0|0|29|0|62|204
PCT7314|ED|833|139|139|0|0|34|0|24|81
PCT7314|MV|833|211|211|0|0|33|0|17|161
PCT7315|ED|783|187|187|0|0|41|0|26|120
PCT7315|MV|783|181|181|0|0|33|0|21|127
PCT7316|ED|893|186|186|0|0|34|0|24|128
PCT7316|MV|893|263|263|0|0|32|0|33|198
PCT7317|ED|938|196|196|0|0|26|0|32|138
PCT7317|MV|938|325|325|0|0|44|0|62|219
PCT7318|ED|788|206|206|0|0|37|0|44|125
PCT7318|MV|788|247|247|0|0|34|0|42|171
PCT7319|ED|1123|280|280|0|0|50|0|54|176
PCT7319|MV|1123|304|304|0|0|42|0|53|209
PCT7321|ED|683|151|151|0|0|31|0|18|102
PCT7321|MV|683|159|159|0|0|12|0|16|131
PCT7322|ED|937|97|97|0|0|24|0|10|63
PCT7322|MV|937|286|286|0|0|50|0|17|219
PCT7323|ED|888|236|236|0|0|52|0|40|144
PCT7323|MV|888|230|230|0|0|31|0|42|157
PCT7324|ED|756|176|176|0|0|37|0|20|119
PCT7324|MV|756|209|209|0|0|41|0|29|139
PCT7325|ED|973|249|249|0|0|48|0|32|169
PCT7325|MV|973|257|257|0|0|30|0|31|196
PCT7326|ED|922|255|255|0|0|53|0|40|162
PCT7326|MV|922|253|253|0|0|30|0|33|190
PCT7327|ED|762|73|73|0|0|15|0|8|50
PCT7327|MV|762|236|236|0|0|29|0|20|187
PCT7328|ED|1024|90|90|0|0|9|0|11|70
PCT7328|MV|1024|338|338|0|0|49|0|34|255
PCT7329|ED|607|110|110|0|0|19|0|25|66
PCT7329|MV|607|218|218|0|0|16|0|44|158
PCT7331|ED|933|242|242|0|0|33|0|56|153
PCT7331|MV|933|343|343|0|0|33|0|66|244
PCT7332|ED|889|225|225|0|0|41|0|27|157
PCT7332|MV|889|224|224|0|0|26|0|28|170
PCT7333|ED|1101|303|303|0|0|49|0|44|210
PCT7333|MV|1101|253|253|0|0|50|0|22|181
PCT7334|ED|963|226|226|0|0|48|0|29|149
PCT7334|MV|963|284|284|0|0|36|0|34|214
PCT7335|ED|1002|285|285|0|0|45|0|37|203
PCT7335|MV|1002|315|315|0|0|36|0|57|222
PCT7336|ED|1017|247|247|0|0|32|0|41|174
PCT7336|MV|1017|329|329|0|0|41|0|72|216
PCT7337|ED|944|184|184|0|0|29|0|31|124
PCT7337|MV|944|306|306|0|0|31|0|63|212
PCT7338|ED|1005|160|160|0|0|35|0|20|105
PCT7338|MV|1005|334|334|0|0|44|0|39|251
PCT7339|ED|660|163|163|0|0|19|0|20|124
PCT7339|MV|660|172|172|0|0|18|0|19|135
PCT7341|ED|974|241|241|0|0|51|0|28|162
PCT7341|MV|974|232|232|0|0|28|0|22|182
PCT7342|ED|1034|342|342|0|0|52|0|40|250
PCT7342|MV|1034|249|249|0|0|26|0|49|174
PCT7343|ED|746|229|229|0|0|44|0|24|161
PCT7343|MV|746|187|187|0|0|22|0|23|142
PCT7344|ED|1143|299|299|0|0|57|0|47|195
PCT7344|MV|1143|306|306|0|0|38|0|47|221
PCT7345|ED|1186|321|321|0|0|58|1|38|224
PCT7345|MV|1186|287|287|0|0|31|0|40|216
PCT7346|ED|991|281|281|0|0|38|0|36|207
PCT7346|MV|991|213|213|0|0|30|0|29|154
PCT7347|ED|1085|279|279|0|0|44|0|28|207
PCT7347|MV|1085|275|275|0|0|40|0|31|204
PCT7348|ED|957|195|195|0|0|37|0|32|126
PCT7348|MV|957|232|232|0|0|34|0|34|164
PCT7349|ED|1006|239|239|0|0|37|0|28|174
PCT7349|MV|1006|293|293|0|0|50|0|34|209
PCT7501|ED|574|182|182|0|0|28|0|26|128
PCT7501|MV|574|174|174|0|0|24|0|30|120
PCT7502|ED|808|214|214|0|0|46|0|35|133
PCT7502|MV|808|240|240|0|0|33|0|34|173
PCT7503|ED|808|228|228|0|0|40|0|34|154
PCT7503|MV|808|225|225|0|0|33|0|37|155
PCT7504|ED|503|133|133|0|0|31|1|15|86
PCT7504|MV|503|169|169|0|0|18|0|17|134
PCT7505|ED|915|166|166|0|0|34|0|18|114
PCT7505|MV|915|405|405|0|0|50|1|44|310
PCT7506|ED|1018|228|228|0|0|41|0|35|152
PCT7506|MV|1018|255|255|0|0|36|0|36|183
PCT7507|ED|992|191|191|0|0|37|0|24|130
PCT7507|MV|992|211|211|0|0|25|0|30|156
PCT7508|ED|735|142|142|0|0|23|0|22|97
PCT7508|MV|735|281|281|0|0|32|0|39|210
PCT7509|ED|1006|243|243|0|0|41|0|25|177
PCT7509|MV|1006|327|327|0|0|36|0|44|247
PCT7512|ED|638|146|146|0|0|36|0|21|89
PCT7512|MV|638|207|207|0|0|33|0|41|133
PCT7513|ED|836|223|223|0|0|55|0|24|144
PCT7513|MV|836|174|174|0|0|26|0|31|117
PCT7514|ED|886|149|149|0|0|47|0|16|86
PCT7514|MV|886|219|219|0|0|34|2|29|154
PCT7515|ED|898|225|225|0|0|53|0|28|144
PCT7515|MV|898|195|195|0|0|35|0|27|133
PCT7516|ED|907|182|182|0|0|26|0|24|132
PCT7516|MV|907|313|313|0|0|56|0|46|211
PCT7517|ED|956|319|319|0|0|49|0|34|236
PCT7517|MV|956|236|236|0|0|34|0|21|181
PCT7518|ED|993|305|305|0|0|55|0|22|228
PCT7518|MV|993|221|221|0|0|29|0|18|174
PCT7519|ED|802|254|254|0|0|46|0|25|183
PCT7519|MV|802|178|178|0|0|38|0|15|125
PCT7521|ED|854|276|276|0|0|57|0|22|197
PCT7521|MV|854|200|200|0|0|26|0|13|161
PCT7522|ED|848|270|270|0|0|39|0|13|218
PCT7522|MV|848|190|190|0|0|27|0|9|154
PCT7523|ED|821|262|262|0|0|46|0|15|201
PCT7523|MV|821|186|186|0|0|34|0|8|144
PCT7524|ED|728|197|197|0|0|34|0|27|136
PCT7524|MV|728|144|144|0|0|18|0|17|109
PCT7525|ED|870|193|193|0|0|32|0|23|138
PCT7525|MV|870|195|195|0|0|29|0|19|147
PCT7526|ED|999|237|237|0|0|38|0|17|182
PCT7526|MV|999|296|296|0|0|42|0|26|228
PCT7527|ED|773|229|229|0|0|50|0|27|152
PCT7527|MV|773|200|200|0|0|28|1|24|147
PCT7529|ED|992|285|285|0|0|69|0|22|194
PCT7529|MV|992|264|264|0|0|25|0|18|221
PCT7531|ED|954|264|264|0|0|52|0|20|192
PCT7531|MV|954|208|208|0|0|36|1|17|154
PCT7532|ED|886|250|250|0|0|53|0|32|165
PCT7532|MV|886|236|236|0|0|27|0|26|183
PCT7533|ED|1025|379|379|0|0|64|0|33|282
PCT7533|MV|1025|228|228|0|0|38|0|26|164
PCT7534|ED|967|312|312|0|0|57|0|27|228
PCT7534|MV|967|217|217|0|0|25|0|21|171
PCT7535|ED|807|273|273|0|0|53|0|17|203
PCT7535|MV|807|221|221|0|0|25|0|17|179
PCT7536|ED|895|261|261|0|0|43|0|13|205
PCT7536|MV|895|243|243|0|0|24|0|12|207
PCT7537|ED|783|246|246|0|0|36|0|20|190
PCT7537|MV|783|183|183|0|0|25|0|9|149
PCT7538|ED|831|257|257|0|0|42|0|11|204
PCT7538|MV|831|228|228|0|0|46|0|16|166
PCT7539|ED|978|337|337|0|0|51|0|20|266
PCT7539|MV|978|204|204|0|0|27|0|15|162
PCT7541|ED|865|238|238|0|0|39|0|16|183
PCT7541|MV|865|237|237|0|0|21|0|16|200
PCT7542|ED|906|265|265|0|0|49|0|12|204
PCT7542|MV|906|202|202|0|0|29|0|15|158
PCT7543|ED|993|245|245|0|0|46|0|22|177
PCT7543|MV|993|272|272|0|0|35|0|18|219
PCT7544|ED|962|253|253|0|0|47|0|21|185
PCT7544|MV|962|260|260|0|0|38|0|18|204
PCT7545|ED|970|244|244|0|0|47|0|14|183
PCT7545|MV|970|294|294|0|0|42|0|26|226
PCT7546|ED|935|323|323|0|0|67|0|21|235
PCT7546|MV|935|205|205|0|0|20|0|17|168
PCT7547|ED|1057|286|286|0|0|59|0|13|214
PCT7547|MV|1057|256|256|0|0|38|0|17|201
PCT7548|ED|1135|303|303|0|0|60|0|21|222
PCT7548|MV|1135|305|305|0|0|30|0|28|247
PCT7549|ED|854|248|248|0|0|50|0|23|175
PCT7549|MV|854|239|239|0|0|31|0|19|189
PCT7551|ED|762|235|235|0|0|40|0|16|179
PCT7551|MV|762|192|192|0|0|19|0|15|158
PCT7552|ED|756|238|238|0|0|33|0|19|186
PCT7552|MV|756|221|221|0|0|24|0|10|187
PCT7553|ED|187|0|0|0|0|0|0|0|0
PCT7553|MV|187|91|91|0|0|13|0|8|70
PCT7554|ED|859|259|259|0|0|43|0|25|191
PCT7554|MV|859|291|291|0|0|27|0|30|234
PCT7555|ED|893|291|291|0|0|39|0|27|225
PCT7555|MV|893|233|233|0|0|32|0|14|187
PCT7556|ED|1008|288|288|0|0|53|0|39|196
PCT7556|MV|1008|334|334|0|0|35|0|20|279
PCT7601|ED|929|183|183|0|0|42|0|25|116
PCT7601|MV|929|184|184|0|0|21|0|18|145
PCT7602|ED|962|210|210|0|0|45|0|26|139
PCT7602|MV|962|215|215|0|0|24|2|20|169
PCT7603|ED|888|241|241|0|0|38|0|22|181
PCT7603|MV|888|199|199|0|0|30|0|15|154
PCT7604|ED|989|221|221|0|0|37|0|27|157
PCT7604|MV|989|231|231|0|0|31|0|30|170
PCT7605|ED|771|164|164|0|0|30|0|25|109
PCT7605|MV|771|131|131|0|0|21|0|15|95
PCT7606|ED|992|192|192|0|0|40|0|35|117
PCT7606|MV|992|197|197|0|0|29|0|21|147
PCT7607|ED|1055|205|205|0|0|37|0|24|144
PCT7607|MV|1055|233|233|0|0|23|0|30|180
PCT7608|ED|456|67|67|0|0|14|0|8|45
PCT7608|MV|456|114|114|0|0|15|0|23|76
PCT7609|ED|1051|109|109|0|0|27|0|13|69
PCT7609|MV|1051|293|293|0|0|40|1|27|225
PCT7611|ED|898|94|94|0|0|18|0|19|57
PCT7611|MV|898|213|213|0|0|41|0|20|152
PCT7612|ED|668|103|103|0|0|17|0|9|77
PCT7612|MV|668|182|182|0|0|24|0|22|136
PCT7613|ED|1015|185|185|0|0|32|0|18|135
PCT7613|MV|1015|203|203|0|0|29|0|31|143
PCT7614|ED|1177|197|197|0|0|45|0|20|132
PCT7614|MV|1177|272|272|0|0|27|0|43|202
PCT7615|ED|1020|169|169|0|0|32|2|30|105
PCT7615|MV|1020|169|169|0|0|25|0|24|120
PCT7616|ED|981|155|155|0|0|19|0|26|110
PCT7616|MV|981|312|312|0|0|39|0|35|238
PCT7617|ED|898|115|115|0|0|22|0|18|75
PCT7617|MV|898|235|235|0|0|40|0|41|154
PCT7618|ED|948|160|160|0|0|31|0|14|115
PCT7618|MV|948|291|291|0|0|26|0|32|233
PCT7619|ED|1971|304|304|0|0|71|0|40|193
PCT7619|MV|1971|521|521|0|0|56|0|61|404
PCT7621|ED|1082|238|238|0|0|46|0|32|160
PCT7621|MV|1082|307|307|0|0|43|0|51|213
PCT7622|ED|1007|114|114|0|0|26|0|9|79
PCT7622|MV|1007|204|204|0|0|34|0|29|141
PCT7623|ED|839|136|136|0|0|33|0|14|89
PCT7623|MV|839|170|170|0|0|20|0|21|129
PCT7624|ED|1074|148|148|0|0|34|0|16|98
PCT7624|MV|1074|194|194|0|0|26|0|26|142
PCT7625|ED|896|72|72|0|0|22|0|12|38
PCT7625|MV|896|428|428|0|0|50|0|60|318
PCT7626|ED|1177|252|252|0|0|40|0|34|178
PCT7626|MV|1177|392|392|0|0|41|0|63|288
PCT7627|ED|1586|263|263|0|0|36|0|61|166
PCT7627|MV|1586|503|503|0|0|59|0|108|336
PCT7628|ED|1006|207|207|0|0|38|0|20|149
PCT7628|MV|1006|241|241|0|0|26|0|26|189
PCT7629|ED|837|176|176|0|0|27|0|15|134
PCT7629|MV|837|187|187|0|0|32|0|20|135
PCT7631|ED|1143|237|237|0|0|45|0|33|159
PCT7631|MV|1143|319|319|0|0|24|0|40|255
PCT7632|ED|727|152|152|0|0|27|0|16|109
PCT7632|MV|727|190|190|0|0|17|1|22|150
PCT7633|ED|731|132|132|0|0|16|0|17|99
PCT7633|MV|731|241|241|0|0|28|0|24|189
PCT7634|ED|1017|199|199|0|0|48|0|34|117
PCT7634|MV|1017|312|312|0|0|30|0|51|231
PCT7635|ED|868|155|155|0|0|32|0|21|102
PCT7635|MV|868|229|229|0|0|26|0|31|172
PCT7636|ED|993|240|240|0|0|46|0|31|163
PCT7636|MV|993|288|288|0|0|30|0|45|213
PCT7637|ED|1361|298|298|0|0|61|1|57|179
PCT7637|MV|1361|450|450|0|0|55|0|69|326
PCT7638|ED|1285|244|244|0|0|47|0|38|159
PCT7638|MV|1285|504|504|0|0|51|0|102|351
PCT7639|ED|1011|178|178|0|0|31|0|36|111
PCT7639|MV|1011|328|328|0|0|53|0|66|209
PCT7641|ED|977|199|199|0|0|26|0|34|139
PCT7641|MV|977|352|352|0|0|39|0|70|243
PCT7642|ED|967|174|174|0|0|21|0|29|124
PCT7642|MV|967|216|216|0|0|23|0|53|140
PCT7643|ED|959|166|166|0|0|33|0|26|107
PCT7643|MV|959|309|309|0|0|35|0|44|230
PCT7644|ED|1111|282|282|0|0|56|0|35|191
PCT7644|MV|1111|288|288|0|0|35|1|33|219
PCT7645|ED|669|115|115|0|0|21|0|20|74
PCT7645|MV|669|271|271|0|0|30|0|55|186
PCT7646|ED|2163|498|498|0|0|80|0|71|347
PCT7646|MV|2163|735|735|0|0|92|0|98|545
PCT7647|ED|1028|188|188|0|0|39|0|24|125
PCT7647|MV|1028|156|156|0|0|18|0|18|120
PCT7648|ED|4|0|0|0|0|0|0|0|0
PCT7648|MV|4|2|2|0|0|0|0|0|2
PCT7701|ED|1049|324|324|0|0|53|0|34|237
PCT7701|MV|1049|300|300|0|0|37|0|38|225
PCT7702|ED|775|173|173|0|0|25|0|32|116
PCT7702|MV|775|275|275|0|0|26|0|56|193
PCT7703|ED|178|0|0|0|0|0|0|0|0
PCT7703|MV|178|70|70|0|0|16|0|8|46
PCT7704|ED|1006|281|281|0|0|43|0|50|188
PCT7704|MV|1006|336|336|0|0|28|0|56|252
PCT7705|ED|554|169|169|0|0|27|0|34|108
PCT7705|MV|554|176|176|0|0|13|0|32|131
PCT7706|ED|853|271|271|0|0|43|0|40|188
PCT7706|MV|853|279|279|0|0|36|0|55|188
PCT7707|ED|854|260|260|0|0|22|0|34|204
PCT7707|MV|854|288|288|0|0|29|0|41|218
PCT7708|ED|894|218|218|0|0|40|0|26|152
PCT7708|MV|894|310|310|0|0|25|0|47|238
PCT7709|ED|390|110|110|0|0|17|0|9|84
PCT7709|MV|390|130|130|0|0|17|0|15|98
PCT7711|ED|789|213|213|0|0|42|0|28|143
PCT7711|MV|789|266|266|0|0|19|0|34|213
PCT7712|ED|577|161|161|0|0|25|0|13|123
PCT7712|MV|577|157|157|0|0|17|0|17|123
PCT7801|ED|975|282|282|0|0|38|0|14|230
PCT7801|MV|975|334|334|0|0|38|0|30|266
PCT7802|ED|760|227|227|0|0|44|0|16|167
PCT7802|MV|760|271|271|0|0|22|0|19|230
PCT7803|ED|827|189|189|0|0|27|0|14|148
PCT7803|MV|827|365|365|0|0|31|0|29|305
PCT7804|ED|932|281|281|0|0|43|0|13|225
PCT7804|MV|932|334|334|0|0|40|0|17|277
PCT7805|ED|852|241|241|0|0|31|0|18|192
PCT7805|MV|852|304|304|0|0|33|0|20|251
PCT7806|ED|746|222|222|0|0|40|0|13|169
PCT7806|MV|746|218|218|0|0|26|0|16|176
PCT7807|ED|774|277|277|0|0|45|0|22|210
PCT7807|MV|774|191|191|0|0|18|0|6|167
PCT7808|ED|702|192|192|0|0|35|0|14|143
PCT7808|MV|702|186|186|0|0|22|0|12|152
PCT7809|ED|1234|357|357|0|0|64|0|28|265
PCT7809|MV|1234|387|387|0|0|36|0|40|311
PCT7811|ED|806|240|240|0|0|43|0|19|178
PCT7811|MV|806|230|230|0|0|25|0|19|186
PCT7812|ED|892|232|232|0|0|39|0|24|169
PCT7812|MV|892|282|282|0|0|21|0|31|230
PCT7813|ED|1061|330|330|0|0|74|0|19|237
PCT7813|MV|1061|320|320|0|0|39|0|32|249
PCT7814|ED|919|248|248|0|0|59|0|30|159
PCT7814|MV|919|190|190|0|0|22|1|28|139
PCT7815|ED|967|280|280|0|0|45|0|22|213
PCT7815|MV|967|351|351|0|0|28|0|15|308
PCT7816|ED|896|241|241|0|0|49|0|16|176
PCT7816|MV|896|356|356|0|0|31|0|14|311
PCT7817|ED|804|265|265|0|0|40|0|18|207
PCT7817|MV|804|246|246|0|0|25|0|10|211
PCT7818|ED|889|244|244|0|0|33|0|18|193
PCT7818|MV|889|279|279|0|0|32|0|13|234
PCT7819|ED|809|223|223|0|0|46|1|17|159
PCT7819|MV|809|227|227|0|0|25|0|23|179
PCT7821|ED|998|258|258|0|0|38|0|12|208
PCT7821|MV|998|401|401|0|0|40|0|31|330
PCT7822|ED|951|293|293|0|0|38|0|21|234
PCT7822|MV|951|317|317|0|0|25|0|25|267
PCT7823|ED|928|276|276|0|0|36|0|7|233
PCT7823|MV|928|304|304|0|0|26|0|24|254
PCT7824|ED|794|228|228|0|0|35|0|20|173
PCT7824|MV|794|248|248|0|0|32|0|18|198
PCT7825|ED|578|193|193|0|0|28|0|16|149
PCT7825|MV|578|163|163|0|0|18|0|11|134
PCT7826|ED|709|251|251|0|0|33|0|15|203
PCT7826|MV|709|169|169|0|0|26|0|11|132
PCT7827|ED|931|272|272|0|0|54|0|23|195
PCT7827|MV|931|219|219|0|0|32|0|14|173
PCT7828|ED|1053|285|285|0|0|35|0|31|219
PCT7828|MV|1053|343|343|0|0|42|0|24|277
PCT7829|ED|904|250|250|0|0|43|0|24|183
PCT7829|MV|904|388|388|0|0|25|0|27|336
PCT7831|ED|906|255|255|0|0|42|0|9|204
PCT7831|MV|906|351|351|0|0|30|0|16|305
